id,year,context,question,options,correct_answer,area
3,2022,"In 2019, armed violence was three times higher for the black population, compared to the non-black population, both for the general population and for the youth group (between 15 and 29 years old). Regarding the mortality rate per 100,000 inhabitants in the group of people up to 14 years old, the inequality in the victimization of black children and adolescents by firearm assault also stands out, with a rate 3.6 times higher than that of non-blacks in 2019. Source of the Text: INSTITUTO SOU DA PAZ. Armed violence and racism: the role of firearms in racial inequality. 2021.","Considering the information presented, evaluate the following assertions and the proposed relationship between them. I. Racial factor is an important determinant in the analysis of data related to homicides and violence in Brazil in the population of adolescents and young people. BECAUSE II. The black population suffers more violence than the non-black population, due to the existing structural racism in the country, in addition to other social vulnerabilities associated with this form of prejudice. Regarding these assertions, choose the correct option.","{'A': 'Statements I and II are true propositions, and II is a correct justification for I.', 'B': 'Statements I and II are true propositions, but II is not a correct justification for I.', 'C': 'Statement I is a true proposition, and II is a false proposition.', 'D': 'Statement I is a false proposition, and II is a true proposition.', 'E': 'Statements I and II are false propositions.'}","{'A': 'Statements I and II are true propositions, and II is a correct justification for I.'}",Law
4,2022,"TEXT 1
In addition to a lawsuit regarding the Temporal Framework being processed in the Judiciary, there is also a bill in the Chamber of Deputies that seeks to turn the Temporal Framework thesis into law. It is Bill No. 490/2007, which determines that only the peoples who were occupying the lands considered ancestral on the day of the promulgation of the Federal Constitution, on October 5, 1988, should have the right to them.
Available on g1.globo website. Accessed on: June 21, 2022 (adapted).
TEXT 2
The murder of the indigenist Bruno Pereira and the journalist Dom Phillips exposed to the world the importance of demarcating indigenous territories, guaranteed by the 1988 Federal Constitution. Indigenous territories, besides preserving identities, ways of life, traditions, and cultures of these peoples, are also essential for environmental preservation. They help to contain greenhouse gas emissions, promote biodiversity, and enhance systems.
If the Temporal Framework criterion is maintained, the land conflict may intensify. The territories will become areas of more conflicts between farmers, miners, prospectors, land grabbers, rural producers, drug traffickers, fish traders, hunters, and loggers, resulting in the death of indigenous people and forest defenders, and, by extension, of indigenous territories.","Based on the texts presented, evaluate the following statements, indicating which ones are correct.
Indigenous territories, with the regulation of the Temporal Framework, will be formally protected from invasions, and the original peoples will be able to maintain their cultural traditions.
Actions by groups of prospectors, illegal fishermen, deforesters, and some sectors of agricultural activities have been confronting the original peoples in territorial disputes.
The increase in crime in indigenous territories is associated with the economic interests of unsustainable exploitation of the environment, such as those related to illegal mining and deforestation.
The existence of indigenous social movements is essential for the struggle for social, cultural, and land access rights by the original peoples, as well as for the preservation of the environment and the indigenous way of life.
The Brazilian state is prevented from intervening in the demarcation of indigenous territories, respecting the autonomy, self-management, and free determination of the original peoples, according to the 1988 Federal Constitution.
Only what is stated in","{'A': 'I and V', 'B': 'I, III and V’, 'C': 'II, III and IV', 'D': 'II, IV and V', 'E': 'I, II, III and IV'}","{'C': 'II, III and IV'}",Law
5,2022,"Research carried out by the Brazilian Observatory of Public Policies of the Federal University of Minas Gerais (UFMG) indicates that the homeless population increased in Brazil in 2022. From January to May this year, more than 26 thousand new people in this situation were registered in the Single Registry (CadÚnico) of the Federal Government. In the country, more than 180 thousand people are registered in CadÚnico. Available on the g1.globo website. Accessed on: July 6, 2022 (adapted).","Considering the information presented, evaluate the following assertions and the proposed relationship between them. I. The existence of people living on the streets in Brazil derives mainly from the social inequalities arising from the Covid-19 pandemic. BECAUSE II. One of the effects of the Covid-19 pandemic was the increase in the number of people living on the streets in Brazil, which highlights the socio-spatial segregation of Brazilian cities. Regarding these assertions, choose the correct option.","{'A': 'Statements I and II are true propositions, and II is a correct justification for I.', 'B': 'Statements I and II are true propositions, but II is not a correct justification for I.', 'C': 'Statement I is a true proposition, and II is a false proposition.', 'D': 'Statement I is a false proposition, and II is a true proposition.', 'E': 'Statements I and II are false propositions.'}","{'D': 'Statement I is a false proposition, and II is a true proposition.'}",Law
6,2022,"By the end of 2021, about 89.3 million people were displaced worldwide, as a result of violence, persecution, human rights violations, or other conflicts in their places of origin. This contingent of forced displacements had already reached more than 100 million people by May 2022, motivated by instabilities such as those in Afghanistan, some African countries, and the regions of Ukraine occupied by Russia, as well as other places where armed conflicts had been ongoing, such as in Syria. Available on the acnur.org website. Accessed on: June 21, 2022 (adapted). Description of the figure: The cartoon by artist Latuff depicts Syrian migrants fleeing the civil war towards Europe. On a beach, three characters watch the arrival of overcrowded boats with migrants: The first one, with his hands in his pockets, is wearing a gray suit with a dollar sign symbol on his back and says: 'I see cheap labor!'. Next to him, a lady wearing the flag of the European Union shows concern and says: 'I see a headache!'. Finally, with his back to the beach, the third person wears clothes with the colors of the US flag, bids farewell by touching the lady's shoulder, whistles, and says: 'I'll see you on my next military adventure!'.","Regarding current forced international migrations, choose the correct option.","{'A': 'Interests regarding the type of treatment given to immigrants worldwide are independent of their countries of origin.', 'B': 'Xenophobia, which consists of prejudice against foreigners, is due to the lack of international norms for the treatment of immigration situations.', 'C': 'Refugees are migrants from underdeveloped countries who move to central countries of global capitalism in order to serve as cheap labor.', 'D': 'Forced international migrations arise from economic globalization, whose processes are responsible for the increase in the number of refugees worldwide.', 'E': 'The condition of an international forced migrant differs from the general condition of an immigrant in that it refers to displacement motivated by involuntary factors that are beyond the control of the migrant and their family.'}",{''E': 'The condition of an international forced migrant differs from the general condition of an immigrant in that it refers to displacement motivated by involuntary factors that are beyond the control of the migrant and their family.'},Law
7,2022,"TEXT 1
Description of the Graph:
Title: Latin America, Caribbean (21 countries): Femicide or feminicide (2021) (in absolute numbers and rates per 100,000 women)
The following data are presented:
Countries - Absolute Number of Deaths - Deaths per 100,000 women (approximately)
Honduras - 227 - 4.8
Santa Lucia - 4 - 4.5
Trinidad and Tobago - 22 - 3.1
Dominican Republic - 132 - 2.4
El Salvador - 73 - 2.3
Bolivia - 113 - 2
Brazil - 1738 - 1.8
Panama - 31 - 1.5
Mexico - 948 - 1.6
Guatemala - 119 - 1.2
Uruguay - 19 - 1.1
Argentina - 251 - 1.1
Paraguay - 36 - 1
Ecuador - 79 - 0.9
Peru - 148 - 0.9

TEXT 2
Research results from the Economic Commission for Latin America and the Caribbean (ECLAC), linked to the United Nations (UN), indicate that, in addition to intimate femicide, perpetrated by partners or ex-partners of the victim, and systemic sexual femicide, where the victim is kidnapped and raped, there is lesbophobic or biphobic femicide, configured when the victim is bisexual or lesbian and is murdered because the aggressor believes she should be punished for her sexual orientation.
Available on the ebc website. Accessed on: Aug 22, 2022.","Based on the graph and information from the text, choose the correct option.","{'A': 'The presented graph ranks the countries based on a proportion calculation and, in this perspective, Santa Lucia has one of the lowest femicide rates in the region.', 'B': 'Public policies for women assume that they should be primarily responsible for their own safety, avoiding risky behaviors.', 'C': 'The Latin American countries with the highest rates of femicides per 100,000 women, according to the presented graph, are Brazil, Mexico, and Argentina.', 'D': 'The forms of violence that affect women are determined not only by sexual and gender conditions, but also by economic, age, racial, cultural, and religious differences.', 'E': 'The number per 100,000 women victims of femicide in Brazil explains the country's high position in the ranking, unlike Honduras, which relatively records fewer occurrences than Brazil.'}","{'D': 'The forms of violence that affect women are determined not only by sexual and gender conditions, but also by economic, age, racial, cultural, and religious differences.'}",Law
8,2022,"Image description:
Photo of Charles Humpres showing Eduardo Kobra's graffiti. The art occupies the side space of two floors of a building, characterized by the intense use of contrasts and colors depicting a man sitting on the ground, head down, barefoot, with two empty plates beside him and holding a sign that reads 'Welcome to real Brazil'.
Initially, the transgressive nature of graffiti was seen by the State as vandalism in public space and as a danger to the conservation of private property, therefore, it should be combated. Over time, however, this marginal conception has transformed, leading to an acceptable valorization by the State and positive for society. This transition of graffiti, from marginal art to recognized and accepted artistic expression, has revealed important aspects not only for graffiti professionals but for society as a whole, as it incorporates the possibility of being an artistic product of cultural, economic, and ideological value.
Source of the Text: PIRES, E. M.; SANTOS, F. A. The city of São Paulo and its dynamics: graffiti, Clean City Law, and urban advertising. Annals of the Museu Paulista: History and Material Culture. v. 26, São Paulo, 2018 (adapted).","Considering the text and image presented, it is correct to state that graffiti consists of a","{'A': 'popular expression associated with protest and, therefore, is not recognized as art.', 'B': 'conventional expression of hierarchies consolidated over time and still present in society.', 'C': 'cultural expression that problematizes the values and relationships of society with the spaces where it is produced.', 'D': 'urban intervention that brings harm to society because it generates latent conflicts between different social classes.', 'E': 'aesthetic intervention carried out with the purpose of standardized beautification of urban spaces through the use of intense and contrasting colors.'}",{'C': 'cultural expression that problematizes the values and relationships of society with the spaces where it is produced.'},Law
9,2022,"TEXT 1
Constitutional supremacy translates into formal and material superlegality. Formal superlegality identifies the Constitution as the primary source of normative production, dictating competences and procedures for the elaboration of lower normative acts. And material superlegality subordinates the content of all state normative activity to conformity with the principles and rules of the Constitution. The non-compliance with these formal and material prescriptions triggers a mechanism for protecting the Constitution, known among us as constitutional review.
Source of the Text: BARROSO. Interpretation and Application of the Constitution. São Paulo: Saraiva, 1998 (adapted).
TEXT 2
Article 102, paragraph two, of the Federal Constitution of 1988 provides the following: 'Definitive decisions on the merits, rendered by the Federal Supreme Court (STF), in direct actions of unconstitutionality and in declaratory actions of constitutionality, shall produce effectiveness against all and binding effect, with regard to the other branches of the Judiciary and to the direct and indirect public administration, at the federal, state, and municipal levels.'","Considering the texts presented, select the correct option.","{'A': 'The definitive decision on the merits in a Direct Action of Unconstitutionality (ADI) rendered by the STF binds the Legislative Branch, which cannot amend the Federal Constitution to overcome what was decided by the STF.', 'B': 'The dismissal of a request for a Direct Action of Unconstitutionality (ADI) by a definitive decision of the STF prevents the reanalysis of the constitutionality of the same law, even if a new action is filed later by one of the legitimate parties to propose ADIs.', 'C': 'The dismissal of a request for a Declaratory Action of Constitutionality (ADC) by a definitive decision of the STF allows the reanalysis of the constitutionality of the same law, even if a new action is filed later by one of the legitimate parties to propose ADIs.', 'D': 'The granting of a request in a Declaratory Action of Constitutionality (ADC) by a definitive decision of the STF prevents the reanalysis of the constitutionality of the same law, even if a new action is filed later by one of the legitimate parties to propose ADIs.', 'E': 'The granting of a request in a Direct Action of Unconstitutionality (ADI) by a definitive decision of the STF prevents the reanalysis of the constitutionality of the same law, even if a new action is filed later by one of the legitimate parties to propose ADIs.'}","{'E': 'The granting of a request in a Direct Action of Unconstitutionality (ADI) by a definitive decision of the STF prevents the reanalysis of the constitutionality of the same law, even if a new action is filed later by one of the legitimate parties to propose ADIs.'}",Law
10,2022,"The Federal Constitution of 1988, in article 205, guarantees education as a right for all, being the duty of the State and the family. The principiological basis of article 206 of the constitutional text presents equality of conditions for access to and permanence in school. Article 208 determines that compulsory and free basic education will be offered to people from 4 to 17 years old, and early childhood education, in daycares and preschools, to children up to 5 years old. The Statute of the Child and Adolescent, in article 54, is in accordance with the constitutional order. The Supreme Federal Court recognized the general repercussion in Interlocutory Appeal No. 761,908 from Santa Catarina, which discusses the inclusion of children in early childhood education establishments at the municipal level. The Court of Justice of the State of Santa Catarina, in the Civil Appeal in Writ of Mandamus, upheld the granted order, establishing the obligation to provide a spot, by the municipality, in an early childhood education establishment, to children aged between 0 and 6 years, in view of the determinations contained in articles 208, section IV, and 211, second paragraph, of the Federal Constitution of 1988.","Based on the provisions of the Federal Constitution, the Statute of the Child and Adolescent, and the decisions of the Judiciary regarding the child's right to free access to education, choose the correct option.","{'A': 'The Judiciary cannot interfere in matters concerning the Municipal Executive Branch.', 'B': ""The writ of mandamus is not the correct instrument to question the child's right to attend school, but rather the habeas data."", 'C': 'Legal guardians can represent the child, given the absolute civil incapacity of the child, in actions that question the violation of the right to education.', 'D': 'The child has the right to early childhood education from the age of 3, however, the offer cannot be admitted in daycare, as it is not an educational institution.', 'E': 'Municipal educational aspects are the responsibility of the Municipal Education Department, and the Supreme Federal Court cannot address this issue.'}","{'C': 'Legal guardians can represent the child, given the absolute civil incapacity of the child, in actions that question the violation of the right to education.'}",Law
11,2022,"A mayor received as a gift from a company, a usual provider of public services in the municipality, a house with land and all infrastructure. The public agent would not have the means to acquire the house with their own resources, thus configuring a situation of illicit enrichment. Accused in a criminal action, the mayor, as a defendant, defended himself by alleging that, despite receiving the property from friends, he had not given anything in return. During the procedural instruction, the owners of the company that donated the property to the public agent reported the usual practice of bribes in exchange for favors and facilities in contracts with the Public Power, and also presented evidence of deposits made by the company. Other witnesses heard confirmed the practice of paying bribes in exchange for 'favors'.","From the situation presented and the changes introduced in the Law of Administrative Improbity, evaluate the following assertions and the proposed relationship between them.
I. For the act of improbity to be characterized, the political agent or server's intent must necessarily be present in cases of illicit enrichment, harm to the public treasury, or violation of the principles of Public Administration.
BECAUSE
II. Harmful acts occurring due to negligence, recklessness, or incompetence may lead to other legal consequences, no longer fitting as acts of administrative improbity.
Regarding these assertions, choose the correct option.","{'A': 'Statements I and II are true propositions, and II is a correct justification of I.', 'B': 'Statements I and II are true propositions, but II is not a correct justification of I.', 'C': 'Statement I is a true proposition, and II is a false proposition.', 'D': 'Statement I is a false proposition, and II is a true proposition.', 'E': 'Statements I and II are false propositions.'}","{'B': 'Statements I and II are true propositions, but II is not a correct justification of I.'}",Law
12,2022,"The new Public Procurement Law (Law No. 14,133/2021) establishes several changes in the bidding process, making the purchase or contracting of goods and services faster and more efficient. Among the main changes, the law defines that bidding processes should be carried out electronically, in an online process. Furthermore, it promoted changes in the types of bidding. Through such measures, the aim is to streamline the entire process of purchasing or contracting goods and services and provide more transparency to society. New Public Procurement Law: advantages and main changes. Available at the Public Procurement Portal. Accessed on: July 15, 2022 (adapted).","Suppose that Jorge, mayor of a municipality in the interior of Brazil, questioned his legal advisory team about the possibility of conducting a competitive dialogue among the bidding companies, previously selected in a bidding process, with the aim of developing one or more possibilities that could meet the needs of the Municipal Administration in that process. Based on the information presented in the text, analyze the hypothetical situation and select the correct option.","{'A': 'The application of the competitive dialogue modality by the Public Administration with bidding companies would lead to subjectivity and differential treatments, compromising equality, therefore, its realization is not advisable.', 'B': 'The adoption of the competitive dialogue modality is feasible for the realization of integrated contracts, as it allows bidders to be selected according to subjective criteria and to present a final proposal after the conclusion of the dialogues.', 'C': 'The adoption of the competitive dialogue modality is possible for the contracting of works, services, and purchases as long as objective criteria guiding the selection of bidders are observed, who will present a final proposal after the conclusion of the dialogues.', 'D': 'The adoption of the competitive dialogue modality is possible for contracts that require innovative procedures, when it comes to contracting startups, with bidders being selected according to subjective criteria, and the Public Administration being responsible for presenting the final project after the conclusion of the dialogues with the bidders.', 'E': 'The adoption of the competitive dialogue modality is possible for the contracting of works, services, and purchases of a non-common nature and with values \u200b\u200bexceeding one million reais, as long as it is analyzed based on objective criteria, and the dialogue is open to any interested party, with the Public Administration being responsible for presenting the final project after the conclusion of the dialogues with the bidding companies.'}","{'C': 'The adoption of the competitive dialogue modality is possible for the contracting of works, services, and purchases as long as objective criteria guiding the selection of bidders are observed, who will present a final proposal after the conclusion of the dialogues.'}",Law
13,2022,"Between Tax Law and Economics there is a natural and necessary connection, since the State is the main responsible for economic regulation. Therefore, it is imperative for it to create mechanisms that point out to society and the market the economic model it has adopted. In this sense, Tax Law, in its extrafiscal function, seems to be the ideal tool to guide the taxpayer through the economic paths chosen by the State. It is said to be in its extrafiscal function because tax norms can also assume a fiscal and parafiscal function.
As observed, extrafiscality acts in a way to 'induce' the economic agent to behave as it seems desirable to the State. In this aspect, it has long been realized that tax law is better obeyed when, instead of determining behaviors, it uses the most subtle way to influence them, granting taxpayers subsidies, exemptions, presumed credits, bonuses, etc. With such artifice, people feel free to conduct their business and tend to do what the Nation expects of them.
Source of the Text: CARRAZZA. Curso de Direito Constitucional. 2011 (adapted).","Considering the presented text and the State's intervention in the economic domain, evaluate the following assertions and the proposed relationship between them.
I. For the State to forego revenue, as in the case of tax incentives, there must be a relevant public interest that justifies such decision, such as the need to increase the economic development of a specific sector of the economy.
BECAUSE
II. One of the roles of the State, when intervention in the economic domain is necessary, is that of an inducer, promoter, stimulator of behaviors, which can be achieved through tax incentives and financing at subsidized rates or non-repayable funds.
Regarding these assertions, choose the correct option.","{'A': 'Statements I and II are true propositions, and II is a correct justification for I.', 'B': 'Statements I and II are true propositions, but II is not a correct justification for I.', 'C': 'Statement I is a true proposition, and II is a false proposition.', 'D': 'Statement I is a false proposition, and II is a true proposition.', 'E': 'Statements I and II are false propositions.'}","{'B': 'Statements I and II are true propositions, but II is not a correct justification for I.'}",Law
14,2022,"Taxation cannot be dissociated from the purposes of the State to promote the common welfare and to act ethically. The state's power to tax cannot disregard the fundamental rights of the citizen. In fact, the taxing power is legitimized and affirmed by respecting the rights of freedom and the constitutional principles linked to security, justice, and equality.
In this line of thought, in search of better tax justice, it is necessary to pay attention to the contributive capacity. To achieve this goal, tax benefits are sometimes used to mitigate the tax burden. In these cases, it can be considered, at first, that this was done to achieve higher purposes. The tax obligation cannot arise where contributive capacity is lacking. This capacity constitutes a requirement for personalization of the tax. Ethical taxation must be guided by respect for contributive capacity and the minimum existential necessary for survival.
","Considering the theme under discussion and Tax Law, select the correct option.","{'A': 'Tax justice and ethics, in legal matters, are independent of each other, but both are necessary for the application of tax obligations.', 'B': 'Excessive tax imposition and consideration of contributive capacity are instruments used to compensate for differences between taxpayers, and therefore, are also means of promoting tax justice.', 'C': 'The granting of tax benefits, to alleviate the burden of the tax for the taxpayer without the conditions to contribute in full, is one of the ways to achieve, in law, justice with equity.', 'D': 'The reduction of the taxpayer's economic capacity can occur in cases of natural disasters such as, for example, a cyclone, which requires that the taxes levied on the product of the devastated region receive the benefit of amnesty, from the granting to a future date to be fixed.', 'E': 'The immediate granting of the tax exemption benefit to waive the taxes due is a measure of tax justice and occurs in unforeseen extraordinary situations, such as crop pests and floods, from the harmful event to the regulation of the benefit.'}","{'C': 'The granting of tax benefits, to alleviate the burden of the tax for the taxpayer without the conditions to contribute in full, is one of the ways to achieve, in law, justice with equity.'}",Law
15,2022,"The basic principles of Criminal Law express the minimum platform on which a penal system committed to the Democratic Rule of Law can be erected.
Among these structuring norms, the principle of minimum intervention stands out, born from the Enlightenment ideals, which recognizes that punishment is an 'imperfect solution' for the protection of relevant legal goods, because it itself violates a category of this good - freedom - preventing the primary action of punitive power in defense of these interests. Therefore, the manifestation of punitive power is only legitimate when other forms of social control prove incapable of safeguarding serious disturbances to the legal order.
Source of the Text: QUINTERO OLIVARES. Introduction to criminal law. 1981 (adapted).","Considering the principle of minimum intervention, evaluate the following statements, indicating which are correct.
The need for action, and not opportunity, is what authorizes punitive power to manifest itself.
The main function of the principle of minimum intervention is to prohibit the incrimination of deviant conduct that affects a legal good.
Punitive power is only authorized to manifest itself in defense of certain - and not all - interests expressed in the penal legal good.
The principle of minimum intervention rules out any possibility of strict liability.
Only what is stated in","{'A': 'I and II.', 'B': 'I and III.', 'C': 'III and IV.', 'D': 'I, II and IV.', 'E': 'II, III and IV.'}",{'B': 'I and III.'},Law
18,2022,"Social and environmentally responsible management has been a recurring theme in the business environment when discussing economic development. The great challenge for companies is to develop sustainable activities and make profits while maintaining competitiveness.
Aiming to understand the impact of a culture of sustainability on the behavior and performance of companies, a department at Harvard University in the United States published the result of a scientific investigation after analyzing the economic life of 180 companies over a period of 18 years (from 1994 to 2012). It was found that sustainable companies generated much more profit than those that did not observe sustainability. According to the researchers, the profitability of sustainable companies resulted from the adoption of conscious and organized management.
Source of the Text: ECCLES; IOANNOU; SERAFEIM. The Impact of a Corporate Culture of Sustainability on Corporate Behavior and Performance. 2012 (adapted).","Considering the text and the establishment and maintenance of an appropriate and profitable sustainable management system, evaluate the following statements, indicating which ones are correct.
The company should aim for short-term results, maximizing the profits of business activities, even if some type of environmental impact occurs.
The company should establish timely communication and consultations with communities directly affected by its environmental, health, and safety policies.
The company should promote higher levels of consumer awareness of the environmental consequences of using its goods and services.
It is correct what is stated in","{'A': 'I only.', 'B': 'III only.', 'C': 'I and II only.', 'D': 'II and III only.', 'E': 'I, II, and III.'}",{'D': 'II and III only.'},Law
19,2022,"The microenterprise WS, operating in the party organization sector, provided all types of services necessary for the realization of events, being considered successful in this business area. However, during the pandemic, its services were interrupted, causing delays in payments to suppliers, represented by small and micro enterprises. The business entity was unable to meet commitments with employees, having to terminate contracts with several of them; the commercial establishment's property lease is over two years overdue; numerous bank loans, with real guarantee, were made and not paid off. The debtor company still has several debts related to state taxes. In this financial crisis context, creditors went to court to receive their credits. Considering that the company's assets are insufficient to pay all creditors and fearing a bankruptcy process, WS decided to file for judicial recovery, which was accepted by the Judiciary. Based on the provisions of Law No. 14,112/2020, the debtor company presented a recovery plan, which was approved by creditors at a meeting, with pre-defined payment conditions to be carried out from March 2023, due to the resumption of its activities.","Given the situation of the microenterprise WS, select the correct option.","{'A': 'The State Treasury has priority in receiving its credit, as tax credits are included among the so-called preferential credits.', 'B': 'The recovery plan presented by WS company will not allow creditors to make a counterproposal, as this action is only possible to approve or reject the plan.', 'C': 'The recovery plan, by legal determination, cannot allow the creation of creditor consortia, as it changes the weight of the relationships involved, putting the debtor company at a disadvantage.', 'D': 'WS company, if the judicial recovery plan presented to workers, creditors with or without real guarantee, microenterprises, small businesses, and tax creditors is fulfilled, will not have its bankruptcy declared.', 'E': ""Creditors may not accept WS company's attempt to reach a negotiated solution through alternative channels, hiring an external extrajudicial mediator, as they understand that such measure is inappropriate in the judicial recovery process.""}","{'D': 'WS company, if the judicial recovery plan presented to workers, creditors with or without real guarantee, microenterprises, small businesses, and tax creditors is fulfilled, will not have its bankruptcy declared.'}",Law
20,2022,"The labor rights of pregnant women were created so that the employee's activity carried out in the company is not a risk for the baby and for the mother during pregnancy and in the first months of the child's development. Maternity leave is by far the best-known right, but it is not the only one: pregnant women also have the right to stability, change of function or sector, medical appointments, exams, and breastfeeding. All these rights are present in the Consolidation of Labor Laws (CLT), but unfortunately they are still disrespected. Text Source: MOTTA. Beyond maternity leave: pregnant women's labor rights. Época negócios, 2017.","Regarding women's labor rights, choose the correct option.","{'A': 'The right to maternity leave does not apply to the adoptive employee, that is, to the one who has been granted temporary custody for adoption purposes.', 'B': 'The pregnant woman who aborts the child in a non-criminal manner, duly proven by a medical certificate, will be entitled to 120 days of maternity leave.', 'C': 'The woman who, while serving notice, discovers that she is pregnant, is not entitled to job security, since she is no longer an employee of the company.', 'D': 'The remaining maternity leave time of a woman who dies during her enjoyment cannot be enjoyed by the stable partner with whom she maintained a stable union.', 'E': 'The pregnant woman who is performing an activity that poses risks to her health or that of the baby can, at any time, request a change of position or transfer to another sector, simply by presenting a medical certificate.'}","{'E': 'The pregnant woman who is performing an activity that poses risks to her health or that of the baby can, at any time, request a change of position or transfer to another sector, simply by presenting a medical certificate.'}",Law
21,2022,"Entrepreneurship is exemplary: it is often, in a hidden way, wage labor presented as 'self-employment'. And this mystification finds social basis, since the 'entrepreneur' imagines himself as the owner of himself, but, in its concreteness and effectiveness, becomes a 'proletarian of oneself'. The uberization of work, carried out through digital platforms, imposes on workers, almost always, the label of self-employed, however, in reality, it is a differentiated form of wage labor, whose company's goal is to obtain profit and exploit labor by transferring labor costs to the workers themselves. Source of the Text: ANTUNES; FILGUEIRAS. Digital platforms, work uberization and regulation in contemporary capitalism. 2020 (adapted).","Considering the criticism of the discourse of entrepreneurship and the process of labor precarization, mark the correct option.","{'A': 'The companies that organize, offer and carry out the management of digital platforms for providing people transportation services represent a new form of human workforce management and, therefore, may ignore labor legislation.', 'B': ""The provision of autonomous people transportation services, in which there is adherence to the digital platform, is the worker's choice, which is why the employment relationship should not prevail and should not be recognized, therefore, the State should not intervene in this relationship."", 'C': 'The hiring of workers for providing people transportation services, which is characterized by the intermediation of activities in which workers offer services autonomously, eliminates subordination and, for this reason, should not be analyzed from the perspective of the Consolidation of Labor Laws (CLT).', 'D': 'Digital platforms that offer transportation or delivery services have developed a new and complex formula for hiring labor, which differs from the traditional system of employment pact and control, as they are not covered by labor legislation, and they do not require the regulation of service provision, respecting the will of the contracting parties.', 'E': 'The worker who joins digital work platforms does not have autonomy to set prices for the services provided, however, as it is a business activity carried out methodically, based on algorithms predefined by the digital company, the employment relationship may be recognized in a labor lawsuit, ensuring rights established in the Consolidation of Labor Laws (CLT).'}","{'E': 'The worker who joins digital work platforms does not have autonomy to set prices for the services provided, however, as it is a business activity carried out methodically, based on algorithms predefined by the digital company, the employment relationship may be recognized in a labor lawsuit, ensuring rights established in the Consolidation of Labor Laws (CLT).'}",Law
22,2022,"Between 2011 and 2021, according to the Ministry of Justice, 297,712 immigrants applied for asylum in Brazil. Only in 2021, 29,107 immigrants from 117 countries applied for asylum in Brazil, an increase of 208 applications compared to 2020, when 28,899 applications were received. At the end of 2021, 60,011 refugees were recognized by the country.","Regarding the immigration mentioned in the text, evaluate the following statements, indicating which ones are correct.
Brazil has become a refuge route by offering job vacancies and signed work permits for refugees.
The Office of the United Nations High Commissioner for Refugees (UNHCR) is one of the bodies responsible for promoting actions for the reception and analysis of refugee requests worldwide.
The request for asylum in Brazil must be submitted to the National Committee for Refugees (CONARE), the body that, as it has discretion in examining the request, may deny the request, safeguarding national interests, even if the applicant meets all legal requirements.
What is stated in
","{'A': 'II, only.', 'B': 'III, only.', 'C': 'I and II, only.', 'D': 'I and III, only.', 'E': 'I, II and III.'}","{'A': 'II, only.'}",Law
23,2022,"João (inheritance author) died and left three siblings, two bilateral (same father and mother) and one unilateral (from mother's side). João has no living descendants or ascendants. The estate to be shared is one hundred and twenty thousand reais.","Considering the hypothetical situation, regarding the inheritance right, choose the correct option.","{'A': 'The unilateral sibling will not be entitled to the hereditary share.', 'B': 'The amount of forty thousand reais will be allocated to each sibling, regardless of being unilateral or bilateral.', 'C': 'The inheritance will go to the municipality, when there are no living descendants or ascendants, as it is vacant inheritance.', 'D': 'The unilateral sibling will be entitled to twenty-four thousand reais, and each bilateral sibling, to forty-eight thousand reais.', 'E': 'The amount of thirty thousand reais will be allocated to each sibling, regardless of being unilateral or bilateral, and the father of the unilateral sibling will be entitled to the share of thirty thousand reais.'}","{'D': 'The unilateral sibling will be entitled to twenty-four thousand reais, and each bilateral sibling, to forty-eight thousand reais.'}",Law
24,2022,"As a result of the humanitarian crisis experienced in Venezuela, many unaccompanied children migrated to Brazil in search of better living conditions. In most cases, Venezuelan children were protected by the Refugee Statute, an international document from 1951 that regulates the rights of refugees and was ratified by Brazil. Despite Brazil's initiative, triggered by 'Operation Welcome', it was found that many unaccompanied Venezuelan children were living in vulnerable situations on the streets of Pacaraima.","Source of the Text: LOUREIRO. Venezuelan migration in Brazil from a transnational and transcivilizational perspective. In: LUDWIG; BARROS. (org.). (re) Definitions of Borders: development, security and integration. Foz do Iguaçu: IDESF, 2020 (adapted). In this context, the decision of the 2nd Civil Chamber of the Court of Justice of Roraima stands out, which denied the Provisional Remedy filed by the Municipality of Boa Vista against a monocratic decision that obliged the municipal entity to provide minimum subsistence conditions to Venezuelan children and their parents. According to that State Court, the Advisory Opinions of the Inter-American Court are binding on the constituted powers of National States, as can be seen in the following excerpt from the decision.","Regarding the relationship between international law and national jurisdiction, mark the correct option.","{'A': 'Brazilian sovereignty is constitutionally guaranteed, prevailing in the exercise of national jurisdiction, which prevents judicial decisions, such as the one described, from being effective.', 'B': 'Decisions made by Brazilian judges must follow the rules provided for in the Brazilian legal system, and the application of foreign rules could only occur after the approval of a foreign judgment.', 'C': 'The mentioned judicial decision was correct, since, in view of the principle of equality, applicable to nationals and foreigners in Brazil, the Brazilian State must act diligently, adopting all necessary measures to welcome immigrants.', 'D': 'The judicial decision is not in conformity with international standards, as the control of conventionality is a legal institute of inter-American law that does not apply to the Brazilian legal system, except if Brazilian laws have provisions to the same effect.', 'E': 'The judicial decision was mistaken, because Brazil is not obligated to carry out the control of conventionality, and is therefore not subject to the need to adapt Brazilian laws and public policies to inter-American standards, in respect of the principle of international law of non-intervention.'}",Law
